Unnamed: 0,Sl. No.,Project,Cell Name,Test Protocol,Temperature (℃),Pressure (PSI),Tester (Aging),Neware Rack,Channel,Start Date (Aging),Last Updated,Removal Date,User,Remarks,X2,X1,C,Temperature (C),combined,Channel Number,Log Consistency
67,68,GMJULY2022,72,Formation,,,Arbin,,,,5/6/2023 10:31,,,,,,,25,,,Not in log file
69,70,GMJULY2022,71,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
71,72,GMJULY2022,70,Formation,,,Arbin,,,,8/18/2023 13:29,,,,,,,25,,,Not in log file
73,74,GMJULY2022,69,Formation,,,Arbin,,,,9/6/2023 20:37,,,,,,,25,,,Not in log file
75,76,GMJULY2022,68,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
77,78,GMJULY2022,67,Formation,,,Arbin,,,,12/1/2022 18:04,,,,,,,25,,,Not in log file
79,80,GMJULY2022,66,Formation,,,Arbin,,,,12/1/2022 18:46,,,,,,,25,,,Not in log file
81,82,GMJULY2022,65,Formation,,,Arbin,,,,7/11/2023 11:16,,,,,,,25,,,Not in log file
83,84,GMJULY2022,64,Formation,,,Arbin,,,,5/6/2023 10:20,,,,,,,25,,,Not in log file
84,85,GMJULY2022,63,,,,Neware,,,,11/13/2022 9:27,,,Unallocated,,,,,,,Not in log file
85,86,GMJULY2022,63,Formation,,,Arbin,,,,11/13/2022 9:27,,,Unallocated,,,,25,,,Not in log file
86,87,GMJULY2022,62,,,,Neware,,,,10/18/2022 17:33,,,Unallocated - GM,,,,,,,Not in log file
87,88,GMJULY2022,62,Formation,,,Arbin,,,,10/18/2022 17:33,,,Unallocated - GM,,,,25,,,Not in log file
89,90,GMJULY2022,61,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
91,92,GMJULY2022,60,Formation,,,Arbin,,,,8/18/2023 13:17,,,,,,,25,,,Not in log file
93,94,GMJULY2022,59,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
95,96,GMJULY2022,58,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
97,98,GMJULY2022,57,Formation,,,Arbin,,,,8/18/2023 13:30,,,,,,,25,,,Not in log file
99,100,GMJULY2022,56,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
101,102,GMJULY2022,55,Formation,,,Arbin,,,,12/1/2022 18:43,,,,,,,25,,,Not in log file
103,104,GMJULY2022,54,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
105,106,GMJULY2022,53,Formation,,,Arbin,,,,5/3/2023 18:31,,,,,,,25,,,Not in log file
107,108,GMJULY2022,52,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
109,110,GMJULY2022,51,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
111,112,GMJULY2022,50,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
113,114,GMJULY2022,49,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
115,116,GMJULY2022,48,Formation,,,Arbin,,,,12/1/2022 18:39,,,,,,,25,,,Not in log file
117,118,GMJULY2022,47,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
118,119,GMJULY2022,46,,,,Neware,,,,11/13/2022 9:27,,,Unallocated,,,,,,,Not in log file
119,120,GMJULY2022,46,Formation,,,Arbin,,,,11/13/2022 9:27,,,Unallocated,,,,25,,,Not in log file
121,122,GMJULY2022,45,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
123,124,GMJULY2022,44,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
125,126,GMJULY2022,43,Formation,,,Arbin,,,,6/26/2023 0:53,,,,,,,25,,,Not in log file
127,128,GMJULY2022,42,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
129,130,GMJULY2022,41,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
131,132,GMJULY2022,40,Formation,,,Arbin,,,,7/11/2023 10:56,,,,,,,25,,,Not in log file
133,134,GMJULY2022,39,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
135,136,GMJULY2022,38,Formation,,,Arbin,,,,12/1/2022 18:39,,,,,,,25,,,Not in log file
137,138,GMJULY2022,37,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
139,140,GMJULY2022,36,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
140,141,GMJULY2022,35,,,,Neware,,,,7/13/2022 9:08,,,,,,,,,,Not in log file
141,142,GMJULY2022,35,Formation,,,Arbin,,,,7/13/2022 9:08,,,,,,,25,,,Not in log file
143,144,GMJULY2022,34,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
145,146,GMJULY2022,33,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
147,148,GMJULY2022,32,Formation,,,Arbin,,,,8/18/2023 13:34,,,,,,,25,,,Not in log file
149,150,GMJULY2022,31,Formation,,,Arbin,,,,12/1/2022 18:39,,,,,,,25,,,Not in log file
150,151,GMJULY2022,30,,,,Neware,,,,7/11/2022 9:50,,,Unallocated,,,,,,,Not in log file
151,152,GMJULY2022,30,Formation,,,Arbin,,,,7/11/2022 9:50,,,Unallocated,,,,25,,,Not in log file
153,154,GMJULY2022,29,Formation,,,Arbin,,,,7/11/2023 11:16,,,,,,,25,,,Not in log file
155,156,GMJULY2022,28,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
157,158,GMJULY2022,27,Formation,,,Arbin,,,,8/18/2023 13:17,,,,,,,25,,,Not in log file
159,160,GMJULY2022,26,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
161,162,GMJULY2022,25,Formation,,,Arbin,,,,9/6/2023 20:34,,,,,,,25,,,Not in log file
162,163,GMJULY2022,24,,,,Neware,,,,10/18/2022 19:16,,,Unallocated - GM,,,,,,,Not in log file
163,164,GMJULY2022,24,Formation,,,Arbin,,,,10/18/2022 19:16,,,Unallocated - GM,,,,25,,,Not in log file
165,166,GMJULY2022,23,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
167,168,GMJULY2022,22,Formation,,,Arbin,,,,7/11/2023 11:16,,,,,,,25,,,Not in log file
169,170,GMJULY2022,21,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
171,172,GMJULY2022,20,Formation,,,Arbin,,,,9/6/2023 20:39,,,,,,,25,,,Not in log file
173,174,GMJULY2022,19,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
175,176,GMJULY2022,18,Formation,,,Arbin,,,,9/6/2023 20:48,,,Also started cycling with 8B on 09/29/2022,,,,25,,,Not in log file
177,178,GMJULY2022,17,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
179,180,GMJULY2022,16,Formation,,,Arbin,,,,9/6/2023 19:47,,,,,,,25,,,Not in log file
181,182,GMJULY2022,15,Formation,,,Arbin,,,,9/6/2023 20:48,,,,,,,25,,,Not in log file
183,184,GMJULY2022,14,Formation,,,Arbin,,,,6/26/2023 2:36,,,,,,,25,,,Not in log file
185,186,GMJULY2022,13,Formation,,,Arbin,,,,9/6/2023 20:47,,,,,,,25,,,Not in log file
187,188,GMJULY2022,12,Formation,,,Arbin,,,,9/6/2023 20:47,,,,,,,25,,,Not in log file
188,189,GMJULY2022,11,,,,Neware,,,,3/16/2023 15:19,,,,,,,,,,Not in log file
189,190,GMJULY2022,11,Formation,,,Arbin,,,,3/16/2023 15:19,,,,,,,25,,,Not in log file
191,192,GMJULY2022,10,Formation,,,Arbin,,,,8/18/2023 13:30,,,,,,,25,,,Not in log file
193,194,GMJULY2022,9,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
194,195,GMJULY2022,8,,,,Neware,,,,7/11/2022 9:50,,,,,,,,,,Not in log file
195,196,GMJULY2022,8,Formation,,,Arbin,,,,7/11/2022 9:50,,,,,,,25,,,Not in log file
197,198,GMJULY2022,7,Formation,,,Arbin,,,,9/6/2023 20:34,,,,,,,25,,,Not in log file
199,200,GMJULY2022,6,Formation,,,Arbin,,,,8/18/2023 17:32,,,,,,,25,,,Not in log file
201,202,GMJULY2022,5,Formation,,,Arbin,,,,9/6/2023 20:33,,,,,,,25,,,Not in log file
203,204,GMJULY2022,4,Formation,,,Arbin,,,,9/6/2023 20:47,,,,,,,25,,,Not in log file
205,206,GMJULY2022,3,Formation,,,Arbin,,,,8/30/2023 8:50,,,,,,,25,,,Not in log file
207,208,GMJULY2022,2,Formation,,,Arbin,,,,5/6/2023 10:31,,,,,,,25,,,Not in log file
208,209,GMJULY2022,1,,,,Neware,,,,9/29/2022 22:17,,,Unallocated,,,,,,,Not in log file
209,210,GMJULY2022,1,Formation,,,Arbin,,,,9/29/2022 22:17,,,Unallocated,,,,25,,,Not in log file
315,316,GMFEB23S,61,Formation,,15,R-Arbin,,33,4/11/2023,9/6/2023 14:02,4/18/2023,,,1.816647783,-30.19958302,152.3994285,25,,,Not in log file
237,238,GMFEB23S,62,Formation,,15,R-Arbin,,44,4/11/2023,4/24/2023 12:04,4/18/2023,,,1.847895287,-30.40041603,151.9303668,25,,,Not in log file
236,237,GMFEB23S,62,,,,,,,,4/24/2023 12:04,,,,,,,,,,Not in log file
235,236,GMFEB23S,63,Formation,,15,R-Arbin,,52,4/11/2023,4/24/2023 12:05,4/18/2023,,,1.928325991,-31.98214624,159.5323822,25,,,Not in log file
234,235,GMFEB23S,63,,,,,,,,4/24/2023 12:05,,,,,,,,,,Not in log file
233,234,GMFEB23S,64,Formation,,15,R-Arbin,,51,4/11/2023,4/24/2023 12:05,4/18/2023,,,1.918205056,-32.13625124,161.5361448,25,,,Not in log file
232,233,GMFEB23S,64,,,,,,3641,,4/24/2023 12:05,,,,1.857785069,-30.41682296,151.3886886,,,,Not in log file
312,313,GMFEB23S,65,1A,25,15,L-Arbin,,3,5/31/2023,9/6/2023 20:49,,,,1.847516943,-30.62774856,153.8449392,,,,Not in log file
313,314,GMFEB23S,65,Formation,,15,R-Arbin,,50,4/11/2023,9/6/2023 20:49,4/18/2023,,,1.826264999,-30.76022521,156.4446575,25,,,Not in log file
358,359,GMFEB23S,66,7,25,15,L-Arbin,,9,5/31/2023,9/6/2023 20:49,,,,1.72245017,-28.88844351,148.0470723,,,,Not in log file
359,360,GMFEB23S,66,Formation,,15,R-Arbin,,49,4/11/2023,9/6/2023 20:49,4/18/2023,,,1.83476023,-30.55709896,154.1317365,25,,,Not in log file
280,281,GMFEB23S,67,9,25,15,L-Arbin,,23,5/31/2023,9/6/2023 20:49,1/1/2099,,,1.756226596,-29.37920884,149.7682094,,,,Not in log file
281,282,GMFEB23S,67,Formation,,15,R-Arbin,,60,4/11/2023,9/6/2023 20:49,4/18/2023,,,1.902000379,-31.69755459,158.9621123,25,,,Not in log file
225,226,GMFEB23S,68,Formation,,15,R-Arbin,,59,4/11/2023,4/24/2023 12:05,4/18/2023,,,1.930087506,-31.92672574,158.9450991,25,,,Not in log file
224,225,GMFEB23S,68,,,,,,3535,,4/24/2023 12:05,,,,2.050910464,-33.19173524,161.1776621,,,,Not in log file
254,255,GMFEB23S,69,9,25,15,L-Arbin,,18,5/31/2023,9/6/2023 14:02,,,,1.671868073,-28.17079029,145.5794273,,,,Not in log file
255,256,GMFEB23S,69,Formation,,15,R-Arbin,,58,4/11/2023,9/6/2023 14:02,4/18/2023,,,1.921167617,-31.83713196,158.7861617,25,,,Not in log file
221,222,GMFEB23S,70,Formation,,25,R-Arbin,,57,4/11/2023,4/24/2023 12:05,4/18/2023,,,1.796521968,-29.91984024,151.4679867,25,,,Not in log file
220,221,GMFEB23S,70,,,,,,,,4/24/2023 12:05,,,,,,,,,,Not in log file
219,220,GMFEB23S,71,Formation,,15,R-Arbin,,48,4/11/2023,9/7/2023 21:20,4/18/2023,,,1.83476023,-30.55709896,154.1317365,25,,,Not in log file
218,219,GMFEB23S,71,1E,45,25,Neware,34,3421,,9/7/2023 21:20,,,,2.22520306,-35.98320377,172.4369623,,3421,3421,Not in log file
217,218,GMFEB23S,72,Formation,,15,R-Arbin,,38,4/11/2023,9/7/2023 21:20,4/18/2023,,,1.994026232,-32.72296374,161.1622424,25,,,Not in log file
216,217,GMFEB23S,72,1D,45,15,Neware,34,3413,,9/7/2023 21:20,,,,1.839099659,-30.17840827,150.6639166,,3413,3413,Not in log file
300,301,GMFEB23S,73,10,25,15,L-Arbin,,26,5/31/2023,9/6/2023 20:49,,,,1.910700854,-31.67813767,158.2418039,,,,Not in log file
301,302,GMFEB23S,73,Formation,,15,R-Arbin,,37,4/11/2023,9/6/2023 20:49,4/18/2023,,,1.955568866,-32.42913378,161.3511744,25,,,Not in log file
213,214,GMFEB23S,74,Formation,,15,R-Arbin,,40,4/11/2023,4/24/2023 12:04,4/18/2023,,,1.843404325,-30.90412352,156.4351407,25,,,Not in log file
212,213,GMFEB23S,74,,,,,,3643,,4/24/2023 12:04,,,,1.797924147,-29.3872126,146.971198,,,,Not in log file
316,317,GMFEB23S,75,8,25,15,L-Arbin,,31,5/31/2023,9/6/2023 20:49,,,,1.542160709,-26.38293657,139.537401,,,,Not in log file
317,318,GMFEB23S,75,Formation,,15,R-Arbin,,39,4/11/2023,9/6/2023 20:49,4/18/2023,,,1.823817956,-30.41269242,153.7342641,25,,,Not in log file
364,365,UMBL2022FEB,152095,,,,,,,,9/16/2022 9:20,,,Was not filled or formed. Not sure what cell the data actually belongs to...,,,,,,,Not in log file
365,366,UMBL2022FEB,152095,Formation,,?,,,,,9/16/2022 9:20,,,Was not filled or formed. Not sure what cell the data actually belongs to...,,0,,?,,,Not in log file
466,467,UMBL2022FEB,152032,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
467,468,UMBL2022FEB,152032,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
468,469,UMBL2022FEB,152031,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
469,470,UMBL2022FEB,152031,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
470,471,UMBL2022FEB,152031,,,,,,,,2/3/2023 0:30,,,Andrew,,,,,,,Not in log file
471,472,UMBL2022FEB,152031,Formation,,?,,,,,2/3/2023 0:30,,,Andrew,,,,?,,,Not in log file
472,473,UMBL2022FEB,152030,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
473,474,UMBL2022FEB,152030,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
474,475,UMBL2022FEB,152029,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
475,476,UMBL2022FEB,152029,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
476,477,UMBL2022FEB,152028,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
477,478,UMBL2022FEB,152028,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
478,479,UMBL2022FEB,152027,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
479,480,UMBL2022FEB,152027,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
480,481,UMBL2022FEB,152026,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
481,482,UMBL2022FEB,152026,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
482,483,UMBL2022FEB,152025,,,,,,,,8/3/2022 8:21,,,Andrew,,,,,,,Not in log file
483,484,UMBL2022FEB,152025,Formation,,?,,,,,8/3/2022 8:21,,,Andrew,,,,?,,,Not in log file
484,485,UMBL2022FEB,152024,,,,,,,,8/3/2022 8:21,,,Andrew,,,,,,,Not in log file
485,486,UMBL2022FEB,152024,Formation,,?,,,,,8/3/2022 8:21,,,Andrew,,,,?,,,Not in log file
486,487,UMBL2022FEB,152023,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
487,488,UMBL2022FEB,152023,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
488,489,UMBL2022FEB,152022,,,,,,,,8/3/2022 8:21,,,Andrew,,,,,,,Not in log file
489,490,UMBL2022FEB,152022,Formation,,?,,,,,8/3/2022 8:21,,,Andrew,,,,?,,,Not in log file
490,491,UMBL2022FEB,152021,,,,,,,,2/27/2023 12:04,,,Andrew,,,,,,,Not in log file
491,492,UMBL2022FEB,152021,Formation,,?,,,,,2/27/2023 12:04,,,Andrew,,,,?,,,Not in log file
492,493,UMBL2022FEB,152020,,,,,,,,3/9/2023 15:13,,,Andrew,,,,,,,Not in log file
493,494,UMBL2022FEB,152020,Formation,,?,,,,,3/9/2023 15:13,,,Andrew,,,,?,,,Not in log file
494,495,UMBL2022FEB,152019,,,,,,,,3/9/2023 15:13,,,Andrew,,,,,,,Not in log file
495,496,UMBL2022FEB,152019,Formation,,?,,,,,3/9/2023 15:13,,,Andrew,,,,?,,,Not in log file
496,497,UMBL2022FEB,152018,,,,,,,,3/9/2023 15:13,,,Andrew,,,,,,,Not in log file
497,498,UMBL2022FEB,152018,Formation,,?,,,,,3/9/2023 15:13,,,Andrew,,,,?,,,Not in log file
498,499,UMBL2022FEB,152017,,,,,,,,3/9/2023 15:13,,,Andrew,,,,,,,Not in log file
499,500,UMBL2022FEB,152017,Formation,,?,,,,,3/9/2023 15:13,,,Andrew,,,,?,,,Not in log file
500,501,UMBL2022FEB,152016,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
501,502,UMBL2022FEB,152016,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
502,503,UMBL2022FEB,152015,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
503,504,UMBL2022FEB,152015,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
504,505,UMBL2022FEB,152014,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
505,506,UMBL2022FEB,152014,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
506,507,UMBL2022FEB,152013,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
507,508,UMBL2022FEB,152013,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
508,509,UMBL2022FEB,152012,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
509,510,UMBL2022FEB,152012,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
510,511,UMBL2022FEB,152011,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
511,512,UMBL2022FEB,152011,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
512,513,UMBL2022FEB,152010,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
513,514,UMBL2022FEB,152010,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
514,515,UMBL2022FEB,152009,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
515,516,UMBL2022FEB,152009,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
516,517,UMBL2022FEB,152008,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
517,518,UMBL2022FEB,152008,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
518,519,UMBL2022FEB,152007,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
519,520,UMBL2022FEB,152007,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
520,521,UMBL2022FEB,152006,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
521,522,UMBL2022FEB,152006,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
522,523,UMBL2022FEB,152005,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
523,524,UMBL2022FEB,152005,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
524,525,UMBL2022FEB,152004,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
525,526,UMBL2022FEB,152004,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
526,527,UMBL2022FEB,152003,,,,,,,,8/3/2022 8:21,,,Andrew,,,,,,,Not in log file
527,528,UMBL2022FEB,152003,Formation,,?,,,,,8/3/2022 8:21,,,Andrew,,,,?,,,Not in log file
528,529,UMBL2022FEB,152002,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
529,530,UMBL2022FEB,152002,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
530,531,UMBL2022FEB,152001,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
531,532,UMBL2022FEB,152001,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
532,533,UMBL2022FEB,151806,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
533,534,UMBL2022FEB,151806,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
534,535,UMBL2022FEB,151805,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
535,536,UMBL2022FEB,151805,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
536,537,UMBL2022FEB,151804,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
537,538,UMBL2022FEB,151804,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
538,539,UMBL2022FEB,151803,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
539,540,UMBL2022FEB,151803,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
540,541,UMBL2022FEB,151802,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
541,542,UMBL2022FEB,151802,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
542,543,UMBL2022FEB,151801,,,,,,,,8/30/2022 7:11,,,Andrew,,,,,,,Not in log file
543,544,UMBL2022FEB,151801,Formation,,?,,,,,8/30/2022 7:11,,,Andrew,,,,?,,,Not in log file
544,545,UMBL2022FEB,1512001,,,,,,,,1/24/2023 20:02,,,Andrew,,,,,,,Not in log file
545,546,UMBL2022FEB,1512001,Formation,,?,,,,,1/24/2023 20:02,,,Andrew,,,,?,,,Not in log file
546,547,UMBL2022FEB,152007,,,,,,,,8/4/2022 10:29,,,Andrew,,,,,,,Not in log file
547,548,UMBL2022FEB,152007,Formation,,?,,,,,8/4/2022 10:29,,,Andrew,,,,?,,,Not in log file
548,549,UMBL2022FEB,15205,,,,,,,,8/29/2022 17:39,,,Possible Typo. Andrew's cell,,,,,,,Not in log file
549,550,UMBL2022FEB,15205,Formation,,?,,,,,8/29/2022 17:39,,,Possible Typo. Andrew's cell,,,,?,,,Not in log file
550,551,UMBL2022FEB,152074,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
551,552,UMBL2022FEB,152074,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
552,553,UMBL2022FEB,152071,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
553,554,UMBL2022FEB,152071,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
554,555,UMBL2022FEB,152064,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
555,556,UMBL2022FEB,152064,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
556,557,UMBL2022FEB,152098,,,,,,,,5/26/2023 10:41,,,Andrew,,,,,,,Not in log file
557,558,UMBL2022FEB,152098,Formation,,?,,,,,5/26/2023 10:41,,,Andrew,,,,?,,,Not in log file
